precinct,registered_voters,ballots_cast,turnout,democratic_party,republican_party,libertarian_party,us_taxpayers_party,working_class_party,green_party,natural_law_party
City of Detroit Precinct 441,33,6,18.18,4,2,0,0,0,0,0
City of Detroit Precinct 442,533,81,15.2,73,0,0,0,0,0,0
City of Detroit Precinct 443,115,14,12.17,12,0,0,0,0,0,0
City of Detroit Precinct 444,1020,119,11.67,88,0,1,2,1,0,1
City of Detroit Precinct 445,739,106,14.34,68,1,1,0,4,1,0
City of Detroit Precinct 446,834,130,15.59,99,1,0,1,0,1,0
City of Detroit Precinct 447,1251,226,18.07,168,8,0,0,4,0,0
City of Detroit Precinct 448,641,107,16.69,90,4,1,0,1,0,0
City of Detroit Precinct 449,1063,192,18.06,148,5,0,0,2,1,0
City of Detroit Precinct 450,30,8,26.67,8,0,0,0,0,0,0
City of Detroit Precinct 451,528,93,17.61,70,2,0,0,2,0,0
City of Detroit Precinct 452,734,116,15.8,87,9,0,1,1,0,1
City of Detroit Precinct 453,580,100,17.24,79,2,0,1,0,0,0
City of Detroit Precinct 454,50,0,0,0,0,0,0,0,0,0
City of Detroit Precinct 455,360,81,22.5,69,1,0,0,0,0,0
City of Detroit Precinct 456,324,52,16.05,36,1,0,1,0,0,0
City of Detroit Precinct 457,828,107,12.92,82,1,0,1,2,0,0
City of Detroit Precinct 458,19,5,26.32,5,0,0,0,0,0,0
City of Detroit Precinct 459,24,0,0,0,0,0,0,0,0,0
City of Detroit Precinct 460,1090,228,20.92,155,21,2,1,0,2,1
City of Detroit Precinct 461,1248,191,15.3,109,20,2,0,1,0,0
City of Detroit Precinct 462,738,143,19.38,93,6,0,1,1,0,0
City of Detroit Precinct 463,763,105,13.76,50,18,0,0,3,0,0
City of Detroit Precinct 464,1279,235,18.37,107,18,2,0,0,1,0
City of Detroit Precinct 465,226,56,24.78,30,3,1,0,0,0,0
City of Detroit Precinct 466,1550,306,19.74,238,15,0,0,6,1,0
City of Detroit Precinct 467,615,111,18.05,89,2,0,1,1,1,0
City of Detroit Precinct 468,455,134,29.45,103,4,0,2,1,0,1
City of Detroit Precinct 469,607,91,14.99,75,1,0,0,0,0,2
City of Detroit Precinct 470,1631,254,15.57,144,44,0,1,0,0,0
City of Detroit Precinct 471,84,18,21.43,7,5,0,0,0,0,0
City of Detroit Precinct 472,1387,213,15.36,125,38,1,0,0,1,0
City of Detroit Precinct 473,1816,247,13.6,135,45,2,2,0,1,0
City of Detroit Precinct 474,792,107,13.51,66,20,0,1,1,0,0
City of Detroit Precinct 475,1306,204,15.62,119,35,4,2,3,0,1
City of Detroit Precinct 476,1305,216,16.55,141,26,2,2,1,1,1
City of Detroit Precinct 477,1698,323,19.02,197,60,2,2,4,3,4
City of Detroit Precinct 478,450,64,14.22,35,15,1,1,1,0,0
City of Detroit Precinct 479,655,134,20.46,80,20,1,0,3,0,1
City of Detroit Precinct 480,1849,255,13.79,155,56,2,0,3,1,2
City of Detroit Precinct 481,1663,335,20.14,211,59,2,3,2,1,2
City of Detroit Precinct 482,1157,189,16.34,146,12,2,0,2,1,1
City of Detroit Precinct 483,1249,226,18.09,172,4,2,0,1,1,0
City of Detroit Precinct 484,1210,200,16.53,140,8,1,3,2,0,1
City of Detroit Precinct 485,1320,228,17.27,181,2,1,0,2,1,0
City of Detroit Precinct 486,474,61,12.87,45,2,0,0,2,0,0
City of Detroit Precinct 487,369,92,24.93,58,17,0,0,0,0,1
City of Detroit Precinct 488,1210,201,16.61,110,49,1,0,0,2,0
City of Detroit Precinct 489,641,110,17.16,55,29,1,2,2,1,2
City of Detroit Precinct 490,59,25,42.37,20,2,0,0,0,0,0
City of Detroit Precinct 491,1389,201,14.47,156,8,1,0,4,0,2
City of Detroit Precinct 492,796,132,16.58,111,4,0,0,0,1,0
City of Detroit Precinct 493,542,107,19.74,88,1,0,1,0,1,0
City of Detroit Precinct 494,461,51,11.06,40,2,0,0,0,0,0
City of Detroit Precinct 495,673,100,14.86,66,1,0,0,0,0,2
City of Detroit Precinct 496,814,124,15.23,70,7,1,0,0,0,0
City of Detroit Precinct 497,1018,170,16.7,131,1,0,0,4,1,0
City of Detroit Precinct 498,793,136,17.15,102,5,2,0,3,0,0
City of Detroit Precinct 499,773,129,16.69,83,13,0,0,0,0,1
City of Detroit Precinct 500,918,154,16.78,61,11,2,1,0,1,0
City of Detroit Precinct 501,936,166,17.74,115,6,3,1,0,0,0
City of Detroit Precinct 502,989,164,16.58,130,7,1,0,0,0,1
City of Detroit Precinct 503,185,25,13.51,20,0,0,1,0,0,0
City of Ecorse Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Ecorse Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Ecorse Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Ecorse Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Flat Rock Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Flat Rock Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Flat Rock Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Flat Rock Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Flat Rock Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Garden City Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Gibraltar Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Gibraltar Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Farms Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Farms Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Farms Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Farms Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Farms Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Park Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Grosse Pointe Woods Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Hamtramck Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Harper Woods Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Highland Park Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Inkster District 1 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 1 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Inkster District 2 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 2 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Inkster District 3 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 3 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Inkster District 4 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 4 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Inkster District 5 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 6 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Inkster District 6 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 12,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 14,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 16,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 18,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 20,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 22,0,0,0,0,0,0,0,0,0,0
City of Lincoln Park Precinct 24,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 1A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 1B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 2A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 3A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 3B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 4A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 7A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 8A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 8B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 9A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 10A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 11A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 12A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 13A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 14A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 15A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 16A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 16B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 17A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 17B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 18A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 19A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 19B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 20A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 21A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 22A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 22B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 23A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 23B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 24A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 24B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 25A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 31A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 31B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 32A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 33A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 34A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 34B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 34C,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 35A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 35B,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 35C,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 36A,0,0,0,0,0,0,0,0,0,0
City of Livonia Precinct 36B,0,0,0,0,0,0,0,0,0,0
City of Melvindale Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Melvindale Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Melvindale Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Melvindale Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Melvindale Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Northville Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Plymouth Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Plymouth Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Plymouth Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Plymouth Precinct 4,0,0,0,0,0,0,0,0,0,0
City of River Rouge Precinct 1,0,0,0,0,0,0,0,0,0,0
City of River Rouge Precinct 2,0,0,0,0,0,0,0,0,0,0
City of River Rouge Precinct 3,0,0,0,0,0,0,0,0,0,0
City of River Rouge Precinct 4,0,0,0,0,0,0,0,0,0,0
City of River Rouge Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Riverview Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Riverview Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Riverview Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Riverview Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Rockwood Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Rockwood Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 11,0,0,0,0,0,0,0,0,0,0
City of Romulus Precinct 12,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Southgate Precinct 11,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 11,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 12,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 13,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 14,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 15,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 16,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 17,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 18,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 19,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 20,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 21,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 22,0,0,0,0,0,0,0,0,0,0
City of Taylor Precinct 23,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Trenton Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 1 Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 2 Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 3 Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 4 Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 5 Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Wayne Ward 6 Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 10,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 11,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 12,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 13,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 14,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 15,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 16,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 17,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 18,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 19,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 20,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 21,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 22,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 23,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 24,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 25,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 27,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 28,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 29,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 30,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 32,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 33,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 34,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 35,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 36,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 37,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 38,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 39,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 40,0,0,0,0,0,0,0,0,0,0
City of Westland Precinct 41,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Woodhaven Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 1,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 2,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 3,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 4,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 5,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 6,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 7,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 8,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 9,0,0,0,0,0,0,0,0,0,0
City of Wyandotte Precinct 10,0,0,0,0,0,0,0,0,0,0
Township of Grosse Ile Precinct 1,0,0,0,0,0,0,0,0,0,0
Township of Grosse Ile Precinct 2,0,0,0,0,0,0,0,0,0,0
Township of Grosse Ile Precinct 3,0,0,0,0,0,0,0,0,0,0
Township of Grosse Ile Precinct 4,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 1,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 2,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 3,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 4,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 5,0,0,0,0,0,0,0,0,0,0
Township of Sumpter Precinct 6,0,0,0,0,0,0,0,0,0,0
Village of Grosse Pointe Shores A Michigan City Precinct 1,0,0,0,0,0,0,0,0,0,0
Village of Grosse Pointe Shores A Michigan City Precinct 2,0,0,0,0,0,0,0,0,0,0
Village of Grosse Pointe Shores A Michigan City Precinct 3 MACOMB,0,0,0,0,0,0,0,0,0,0
